strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
MF801382	zika	MF801382	2016-XX-XX	North America	Honduras	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801382	?	?	?
MF801384	zika	MF801384	2016-02-03	North America	Honduras	Roatan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801384	?	?	?
MF801385	zika	MF801385	2016-02-12	North America	Honduras	Roatan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801385	?	?	?
MF801392	zika	MF801392	2016-08-13	North America	Mexico	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801392	?	?	?
MF801401	zika	MF801401	2016-05-23	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801401	?	?	?
MF801407	zika	MF801407	2016-07-05	North America	Mexico	Oaxaca	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801407	?	?	?
MF801408	zika	MF801408	2016-07-05	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801408	?	?	?
MF801417	zika	MF801417	2016-07-01	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801417	?	?	?
MF801420	zika	MF801420	2016-07-04	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801420	?	?	?
MF801424	zika	MF801424	2016-07-01	North America	Mexico	Yucatan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801424	?	?	?
MF801426	zika	MF801426	2016-07-25	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801426	?	?	?
MG216930	zika	MG216930	2016-05-26	Oceania	Fiji	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG216930	?	?	?
MG366907	zika	MG366907	2015-06-27	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG366907	?	?	?
MG808108	zika	MG808108	2016-10-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808108	?	?	?
MG808110	zika	MG808110	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808110	?	?	?
MG808112	zika	MG808112	2016-08-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808112	?	?	?
MG808123	zika	MG808123	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808123	?	?	?
MG808124	zika	MG808124	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808124	?	?	?
MG808136	zika	MG808136	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808136	?	?	?
MG912102	zika	MG912102	2017-02-XX	North America	Mexico	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG912102	?	?	?
MH013290	zika	MH013290	2017-10-01	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH013290	?	?	?
MH061853	zika	MH061853	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061853	?	?	?
MH061857	zika	MH061857	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061857	?	?	?
MH061869	zika	MH061869	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061869	?	?	?
MH061870	zika	MH061870	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061870	?	?	?
MH061882	zika	MH061882	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061882	?	?	?
MH061884	zika	MH061884	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061884	?	?	?
MH061885	zika	MH061885	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061885	?	?	?
MH061892	zika	MH061892	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061892	?	?	?
MH061893	zika	MH061893	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061893	?	?	?
MH061894	zika	MH061894	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061894	?	?	?
MH061908	zika	MH061908	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061908	?	?	?
MH061911	zika	MH061911	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061911	?	?	?
MH063263	zika	MH063263	2017-08-05	North America	Cuba	?	?	ENA	genome	Florida Department of Health, Florida, USA	https://www.ebi.ac.uk/ena/browser/view/MH063263	?	?	?
MH063265	zika	MH063265	2017-07-17	North America	Cuba	?	?	ENA	genome	Florida Department of Health, Florida, USA	https://www.ebi.ac.uk/ena/browser/view/MH063265	?	?	?
MH130042	zika	MH130042	2016-09-12	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130042	?	?	?
MH130044	zika	MH130044	2016-12-13	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130044	?	?	?
MH130095	zika	MH130095	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130095	?	?	?
MH130100	zika	MH130100	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130100	?	?	?
MH157197	zika	MH157197	2016-07-13	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157197	?	?	?
MH157199	zika	MH157199	2016-08-08	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157199	?	?	?
MH158237	zika	MH158237	2015-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH158237	?	?	?
MH249062	zika	MH249062	2016-XX-XX	South America	Brazil	Belo Horizonte	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH249062	?	?	?
MH252914	zika	MH252914	2017-XX-XX	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH252914	?	?	?
MH306204	zika	MH306204	2015-XX-XX	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH306204	?	?	?
MH306210	zika	MH306210	2017-04-25	Asia	Thailand	Rayong	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH306210	?	?	?
MH306215	zika	MH306215	2017-04-25	Asia	Thailand	Rayong	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH306215	?	?	?
MH306216	zika	MH306216	2017-04-25	Asia	Thailand	Rayong	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH306216	?	?	?
MH379779	zika	MH379779	2016-11-10	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH379779	?	?	?
MH430253	zika	MH430253	2016-10-22	Asia	Viet nam	Ho Chi Minh city	?	ENA	genome	Lab.Arbo	https://www.ebi.ac.uk/ena/browser/view/MH430253	?	?	?
MH675622	zika	MH675622	2016-06-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675622	?	?	?
MH882531	zika	MH882531	2016-05-17	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882531	?	?	?
MH882533	zika	MH882533	2016-06-03	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882533	?	?	?
MH882534	zika	MH882534	2016-06-08	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882534	?	?	?
MH882537	zika	MH882537	2016-07-05	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882537	?	?	?
MH882544	zika	MH882544	2016-05-12	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882544	?	?	?
MH916801	zika	MH916801	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH916801	?	?	?
MK028540	zika	MK028540	2016-12-28	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028540	?	?	?
MK028545	zika	MK028545	2017-01-18	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028545	?	?	?
MK028551	zika	MK028551	2017-03-28	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028551	?	?	?
MK028552	zika	MK028552	2017-04-06	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028552	?	?	?
MK028553	zika	MK028553	2018-01-18	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028553	?	?	?
MK216702	zika	MK216702	2016-02-11	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216702	?	?	?
MK216723	zika	MK216723	2016-01-14	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216723	?	?	?
MK216733	zika	MK216733	2016-02-01	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216733	?	?	?
MK237999	zika	MK237999	2017-XX-XX	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK237999	?	?	?
MK271801	zika	MK271801	2016-07-09	Asia	Thailand	Udon Thani	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271801	?	?	?
MK271858	zika	MK271858	2016-10-03	Asia	Thailand	Khon Kaen	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271858	?	?	?
MK271860	zika	MK271860	2016-10-03	Asia	Thailand	Khon Kaen	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271860	?	?	?
MK271872	zika	MK271872	2016-09-02	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271872	?	?	?
MK371391	zika	MK371391	2017-02-07	South America	Brazil	Sao Paulo	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK371391	?	?	?
MK451708	zika	MK451708	2018-02-15	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK451708	?	?	?
MK566202	zika	MK566202	2015-03-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK566202	?	?	?
MT439638	zika	MT439638	2016-03-21	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT439638	?	?	?
MT439645	zika	MT439645	2016-03-18	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT439645	?	?	?
MW143018	zika	MW143018	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW143018	?	?	?
MW165884	zika	MW165884	2016-07-19	?	?	 Saint Thomas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW165884	?	?	?
MZ318411	zika	MZ318411	2009-07-13	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318411	?	?	?
MZ670001	zika	MZ670001	2021-07-10	Asia	India	 Thiruvananthapuram	 Thiruvananthapuram	ENA	genome	SONIYA	https://www.ebi.ac.uk/ena/browser/view/MZ670001	?	?	?
OK054402	zika	OK054402	2016-07-12	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054402	?	?	?
OK054403	zika	OK054403	2016-09-29	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054403	?	?	?
OK054412	zika	OK054412	2016-08-25	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054412	?	?	?
OK054416	zika	OK054416	2016-07-25	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054416	?	?	?
OK054419	zika	OK054419	2016-07-22	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054419	?	?	?
OK054431	zika	OK054431	2016-08-04	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054431	?	?	?
OK054450	zika	OK054450	2016-08-24	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054450	?	?	?
OK054460	zika	OK054460	2016-08-14	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054460	?	?	?
OK054475	zika	OK054475	2016-09-12	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054475	?	?	?
OK054477	zika	OK054477	2016-08-16	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054477	?	?	?
OK054482	zika	OK054482	2016-07-27	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054482	?	?	?
OK054483	zika	OK054483	2016-07-12	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054483	?	?	?
OK054485	zika	OK054485	2016-07-17	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054485	?	?	?
OK569757	zika	OK569757	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK569757	?	?	?
ON142674	zika	ON142674	2021-01-05	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/ON142674	?	?	?
ON419460	zika	ON419460	2021-07-15	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419460	?	?	?
ON419461	zika	ON419461	2021-05-07	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419461	?	?	?
ON419467	zika	ON419467	2021-01-08	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419467	?	?	?
ON419476	zika	ON419476	2021-07-22	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419476	?	?	?
ON419483	zika	ON419483	2021-08-20	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419483	?	?	?
ON419485	zika	ON419485	2021-07-26	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419485	?	?	?
ON419486	zika	ON419486	2021-07-19	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419486	?	?	?
OP858759	zika	OP858759	2017-09-02	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858759	?	?	?
KF268948	zika	KF268948	1976-XX-XX	Africa	Central African Republic	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF268948	?	?	?
KF270886	zika	KF270886	2007-XX-XX	Africa	Gabon	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF270886	?	?	?
KF383019	zika	KF383019	1998-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383019	?	?	?
KF383026	zika	KF383026	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383026	?	?	?
KF383027	zika	KF383027	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383027	?	?	?
KF383039	zika	KF383039	1991-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383039	?	?	?
KF383040	zika	KF383040	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383040	?	?	?
KF383055	zika	KF383055	2001-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383055	?	?	?
KF383077	zika	KF383077	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383077	?	?	?
KF383081	zika	KF383081	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383081	?	?	?
KF383086	zika	KF383086	1999-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383086	?	?	?
KF383088	zika	KF383088	1979-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383088	?	?	?
KF383105	zika	KF383105	1996-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383105	?	?	?
KF383106	zika	KF383106	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383106	?	?	?
KF383108	zika	KF383108	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383108	?	?	?
KF383112	zika	KF383112	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383112	?	?	?
KF383113	zika	KF383113	1980-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383113	?	?	?
KJ579441	zika	KJ579441	2013-10-22	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ579441	?	?	?
KJ873161	zika	KJ873161	2014-04-02	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ873161	?	?	?
KM078955	zika	KM078955	2014-04-17	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078955	?	?	?
KM078965	zika	KM078965	2014-04-29	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078965	?	?	?
KM078968	zika	KM078968	2014-04-15	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078968	?	?	?
KM078971	zika	KM078971	2014-04-21	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078971	?	?	?
KM078978	zika	KM078978	2014-05-07	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078978	?	?	?
KM212966	zika	KM212966	2013-11-26	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM212966	?	?	?
KU232288	zika	KU232288	2015-05-25	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU232288	?	?	?
KU232296	zika	KU232296	2015-05-25	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU232296	?	?	?
KU681082	zika	KU681082	2012-05-09	Asia	Philippines	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU681082	?	?	?
KU752544	zika	KU752544	2015-11-XX	Europe	Portugal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU752544	?	?	?
KU761564	zika	KU761564	2016-02-12	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU761564	?	?	?
KU853013	zika	KU853013	2016-02-01	Europe	Italy	Padua	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU853013	?	?	?
KU866423	zika	KU866423	2016-XX-XX	Asia	China	Shenzhen	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU866423	?	?	?
KU870645	zika	KU870645	2016-02-02	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU870645	?	?	?
KU926324	zika	KU926324	2016-02-22	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU926324	?	?	?
KU955592	zika	KU955592	1984-12-06	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU955592	?	?	?
KX051560	zika	KX051560	2013-07-09	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX051560	?	?	?
KX173843	zika	KX173843	2016-03-16	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX173843	?	?	?
KX198135	zika	KX198135	2016-XX-XX	North America	Panama	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX198135	?	?	?
KX455424	zika	KX455424	2008-11-17	Asia	Cambodia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX455424	?	?	?
KX827309	zika	KX827309	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX827309	?	?	?
KY126345	zika	KY126345	2016-06-XX	Asia	Taiwan	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY126345	?	?	?
KY131441	zika	KY131441	2013-01-XX	Asia	Viet nam	Cu Chi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY131441	?	?	?
KY241713	zika	KY241713	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241713	?	?	?
KY241721	zika	KY241721	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241721	?	?	?
KY241740	zika	KY241740	2016-08-29	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241740	?	?	?
KY415989	zika	KY415989	2014-06-10	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY415989	?	?	?
KY559010	zika	KY559010	2016-04-19	South America	Brazil	 Sao Paulo	 Sao Paulo	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559010	?	?	?
KY559016	zika	KY559016	2016-04-25	South America	Brazil	 Sao Paulo	 Sao Paulo	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559016	?	?	?
KY606274	zika	KY606274	2016-07-07	North America	Mexico	Guerrero	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY606274	?	?	?
KY785416	zika	KY785416	2016-04-28	North America	Honduras	Francisco Morazan	?	ENA	genome	Hospital Escuela Universitario, Tegucigalpa,	https://www.ebi.ac.uk/ena/browser/view/KY785416	?	?	?
KY785446	zika	KY785446	2016-03-22	South America	Brazil	Rio de Janeiro	?	ENA	genome	Instituto Nacional de Infectologia Evandro	https://www.ebi.ac.uk/ena/browser/view/KY785446	?	?	?
KY785469	zika	KY785469	2016-04-05	South America	Colombia	Santander	?	ENA	genome	Universidad Industrial de Santander,	https://www.ebi.ac.uk/ena/browser/view/KY785469	?	?	?
KY989511	zika	KY989511	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY989511	?	?	?
LP833790	zika	LP833790	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP833790	?	?	?
LP837285	zika	LP837285	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837285	?	?	?
LP940666	zika	LP940666	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940666	?	?	?
LP940667	zika	LP940667	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940667	?	?	?
LP940669	zika	LP940669	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940669	?	?	?
LP940672	zika	LP940672	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940672	?	?	?
LP940734	zika	LP940734	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940734	?	?	?
LP940739	zika	LP940739	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940739	?	?	?
LP981793	zika	LP981793	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981793	?	?	?
LP981800	zika	LP981800	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981800	?	?	?
LP994734	zika	LP994734	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP994734	?	?	?
LQ729869	zika	LQ729869	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729869	?	?	?
LQ729877	zika	LQ729877	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729877	?	?	?
LR792671	zika	LR792671	2016-06-21	?	?	?	?	ENA	genome	Institut Pasteur Guadeloupe	https://www.ebi.ac.uk/ena/browser/view/LR792671	?	?	?
LY589877	zika	LY589877	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589877	?	?	?
LY589879	zika	LY589879	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589879	?	?	?
LY589880	zika	LY589880	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589880	?	?	?
LY589886	zika	LY589886	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589886	?	?	?
MA847344	zika	MA847344	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MA847344	?	?	?
